SMILES,LogS,Temperature_K,Compound_Name,CAS,PubChem_CID,FDA_Approved,Source,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotBonds,NumAromRings,HeavyAtomCount,RingCount,FractionCSP3
NC(=O)c1c(F)c(F)c(F)c(F)c1F,-2.000820162178125,291.8,"2,3,4,5,6-Pentafluorobenzamide",652-31-3,69547.0,No,10.1007/s10953-020-00980-6,211.089,1.481,43.09,1,1,1,1,14,1,0.0
NC(=O)c1c(F)c(F)c(F)c(F)c1F,-1.8421591078784867,297.5,"2,3,4,5,6-Pentafluorobenzamide",652-31-3,69547.0,No,10.1007/s10953-020-00980-6,211.089,1.481,43.09,1,1,1,1,14,1,0.0
NC(=O)c1c(F)c(F)c(F)c(F)c1F,-1.7267149120392402,303.3,"2,3,4,5,6-Pentafluorobenzamide",652-31-3,69547.0,No,10.1007/s10953-020-00980-6,211.089,1.481,43.09,1,1,1,1,14,1,0.0
NC(=O)c1c(F)c(F)c(F)c(F)c1F,-1.481256216148989,310.3,"2,3,4,5,6-Pentafluorobenzamide",652-31-3,69547.0,No,10.1007/s10953-020-00980-6,211.089,1.481,43.09,1,1,1,1,14,1,0.0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-2.1441336011566468,302.2,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.93779438643644,312.6,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.8460077182118344,317.8,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.6706414450489346,321.9,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.8306043205957447,323.0,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.6497346021698498,326.2,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.556014823338146,332.0,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.592271688413634,336.0,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.38479499841813,343.1,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.3172224827606274,348.6,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,-1.2581875106605866,349.8,5-iodo-2′-deoxyuridine,54-42-2,5905.0,Yes,10.1007/s10953-020-00980-6,354.1,-1.2181000000000002,104.55,3,5,2,1,17,2,0.5555555555555556
Cc1ccc(S(=O)[O-])cc1.[Na+],-0.0125839963889751,278.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.0562497254022961,283.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.1234738299748679,288.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.1901329919314785,293.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.253867854733929,298.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.3121883311183319,303.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.366056351035076,308.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.4172049897734609,313.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
Cc1ccc(S(=O)[O-])cc1.[Na+],0.4739730401210573,318.15,Sodium 4-tolylsulfinate,824-79-3,2723791.0,No,10.1007/s10953-023-01272-5,178.18800000000002,-1.762979999999999,40.13,0,2,1,1,11,1,0.1428571428571428
CC(C)CC(N)C(=O)O,-1.2137766234591596,278.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.1945670079449335,283.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.1620647630055083,288.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.1486461275114308,293.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.1259968664758064,298.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.0985392415201125,303.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.0672293979265344,308.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.0434696139978936,313.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(C)CC(N)C(=O)O,-1.0087132232448366,318.15,DL-leucine,328-39-2,857.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CC(O)C(N)C(=O)O,0.0530473715252944,278.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.0825900053726191,283.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.0930206745561296,288.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.1196531065711127,293.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.1415654425555748,298.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.1683720479513816,303.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.1904393357484314,308.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.2167689834209672,313.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CC(O)C(N)C(=O)O,0.248587868115855,318.15,DL-threonine,80-68-2,205.0,No,10.1007/s10953-023-01353-5,119.12,-1.2208999999999997,83.55,3,3,2,0,8,0,0.75
CCC(C)C(N)C(=O)O,-0.856620191175229,278.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.8248424680688811,283.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.823487362368469,288.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.7927530685309221,293.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.7784912322207587,298.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.7509856193737426,303.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.7252767405725189,308.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.7011575077716499,313.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
CCC(C)C(N)C(=O)O,-0.6784698993379202,318.15,DL-Isoleucine,443-79-8,791.0,No,10.1007/s10953-023-01353-5,131.175,0.4443999999999999,63.32000000000001,2,2,3,0,9,0,0.8333333333333334
NC(Cc1ccc(O)cc1)C(=O)O,-2.893909470582932,278.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.8243890840820174,283.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.7245316241815027,288.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.6766122500533696,293.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.6036852711619995,298.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.509315220200368,303.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.44529318807807,308.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.389762430962674,313.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
NC(Cc1ccc(O)cc1)C(=O)O,-2.325371156383241,318.15,DL-tyrosine,556-03-6,1153.0,No,10.1007/s10953-023-01353-5,181.191,0.3466,83.55,3,3,3,1,13,1,0.2222222222222222
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-3.548862132164303,293.2,Ivermectin,70288-86-7,6321424.0,No,10.1007/s10953-024-01416-1,875.1060000000002,5.601400000000008,170.06,3,14,8,0,62,7,0.8125
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-3.5091870725457914,298.2,Ivermectin,70288-86-7,6321424.0,No,10.1007/s10953-024-01416-1,875.1060000000002,5.601400000000008,170.06,3,14,8,0,62,7,0.8125
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-3.472990107895578,303.2,Ivermectin,70288-86-7,6321424.0,No,10.1007/s10953-024-01416-1,875.1060000000002,5.601400000000008,170.06,3,14,8,0,62,7,0.8125
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-3.446353534062583,308.2,Ivermectin,70288-86-7,6321424.0,No,10.1007/s10953-024-01416-1,875.1060000000002,5.601400000000008,170.06,3,14,8,0,62,7,0.8125
CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,-3.421366817791416,313.2,Ivermectin,70288-86-7,6321424.0,No,10.1007/s10953-024-01416-1,875.1060000000002,5.601400000000008,170.06,3,14,8,0,62,7,0.8125
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.913129059368788,278.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.840678295132508,283.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.750736332692433,288.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.643450396204313,293.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.5491256058458505,298.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.4376969038476517,303.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.323362669587494,308.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.221126152568305,313.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
O=[N+]([O-])c1ccn([N+](=O)[O-])n1,-1.1131704845992187,318.15,"1,3-dinitropyrazole",38858-81-0,23279529.0,No,10.1007/s10953-024-01426-z,158.073,-0.1689000000000001,104.1,0,5,2,1,11,1,0.0
Nc1ccc(O)c(C(=O)O)c1,-2.1772011586571214,293.2,Mesalazine,89-57-6,4075.0,Yes,10.1007/s10953-025-01427-6,153.137,0.6726000000000001,83.55,3,3,1,1,11,1,0.0
Nc1ccc(O)c(C(=O)O)c1,-2.140049339648217,298.2,Mesalazine,89-57-6,4075.0,Yes,10.1007/s10953-025-01427-6,153.137,0.6726000000000001,83.55,3,3,1,1,11,1,0.0
Nc1ccc(O)c(C(=O)O)c1,-2.1090422396159263,303.2,Mesalazine,89-57-6,4075.0,Yes,10.1007/s10953-025-01427-6,153.137,0.6726000000000001,83.55,3,3,1,1,11,1,0.0
Nc1ccc(O)c(C(=O)O)c1,-2.049684337680618,308.2,Mesalazine,89-57-6,4075.0,Yes,10.1007/s10953-025-01427-6,153.137,0.6726000000000001,83.55,3,3,1,1,11,1,0.0
Nc1ccc(O)c(C(=O)O)c1,-1.995321164624089,313.2,Mesalazine,89-57-6,4075.0,Yes,10.1007/s10953-025-01427-6,153.137,0.6726000000000001,83.55,3,3,1,1,11,1,0.0
O=C(O)/C=C\C(=O)O,0.6025565997614509,278.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.6707529640521764,283.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.7223666495527186,288.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.7739770369641724,293.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.8390636072748465,298.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.8921893195573543,303.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,0.9602097187060334,308.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.0027885821526246,313.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.065079281835349,318.65,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.092846185425425,323.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.133326644449092,328.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.1814927022148798,333.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)/C=C\C(=O)O,1.2166931467563995,338.15,Maleic acid,110-16-7,444266.0,No,10.1016/0021-9614(87)90139-X,116.072,-0.2881999999999998,74.6,2,2,2,0,8,0,0.0
O=C(O)C(=O)O,-0.2859437887446005,278.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,-0.2000891519596548,283.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,-0.0795859448209429,288.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.0219677270438614,293.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.1151091715279065,298.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.1840672390671009,303.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.2910355950973696,308.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.3755699785544202,313.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.4551748523865443,318.65,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.5353846788996313,323.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.6117772848333675,328.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.6651557455730126,333.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(=O)O,0.7733269257201155,338.15,Oxalic acid,144-62-7,971.0,No,10.1016/0021-9614(87)90139-X,90.03399999999999,-0.8443999999999998,74.6,2,2,0,0,6,0,0.0
O=C(O)C(O)C(O)C(=O)O,0.883557383182355,278.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,0.9081988533366142,283.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,0.928298798768841,288.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,0.9442974212671368,293.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,0.9672072051397164,298.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,0.9901657939552884,303.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,1.0160888129067216,308.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,1.0329774445355355,313.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,1.0574990382616314,318.65,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
O=C(O)C(O)C(O)C(=O)O,1.088206400368376,323.15,Tartaric acid,526-83-0,875.0,No,10.1016/0021-9614(87)90139-X,150.08599999999998,-2.1226,115.06000000000002,4,4,3,0,10,0,0.5
